station_id,longitude,latitude,slow_count,fast_count,charge_count,TAZID
2121,114.109376,22.559902,6,0,6,1124
2122,114.109398,22.549683,6,0,6,1122
2123,114.109765,22.58963,4,0,4,1138
2124,114.110003,22.572651,6,0,6,1124
2125,114.110013,22.541075,0,1,1,1120
2126,114.110176,22.594104,3,0,3,1164
2127,114.11051,22.55545,12,0,12,104
2128,114.110524,22.618137,45,0,45,966
2129,114.110524,22.618137,66,0,66,966
2130,114.110969,22.593903,10,0,10,1164
2131,114.110972,22.548991,5,0,5,104
2132,114.111163,22.591227,6,0,6,1138
2133,114.111247,22.566896,6,0,6,1124
2134,114.111376,22.628281,12,0,12,795
2135,114.111378,22.605216,12,0,12,1163
2136,114.112,22.61371,6,0,6,966
2137,114.112139,22.53963,12,0,12,1120
2138,114.112399,22.574182,0,37,37,1124
2139,114.112399,22.574182,0,37,37,1124
2140,114.112401,22.543339,6,0,6,1119
2141,114.11246,22.651252,6,0,6,802
2142,114.112605,22.595404,12,0,12,1164
2143,114.112734,22.534084,8,0,8,1120
2144,114.113351,22.649804,6,0,6,802
2145,114.113831,22.53834,6,0,6,1119
2146,114.113921,22.574039,11,0,11,115
2147,114.114015,22.595637,10,0,10,1164
2148,114.114493,22.543569,32,0,32,1119
2149,114.114493,22.543569,32,0,32,1119
2150,114.114584,22.611487,4,0,4,799
2151,114.114883,22.650269,34,0,34,802
2152,114.115226,22.534342,8,0,8,1119
2153,114.115226,22.534342,8,0,8,1119
2154,114.115531,22.536688,6,0,6,1119
2155,114.115531,22.536688,6,0,6,1119
2156,114.115588,22.6072,6,0,6,799
2157,114.115894,22.656069,12,0,12,802
2158,114.116112,22.607966,9,0,9,799
2159,114.11624,22.558061,2,0,2,104
2160,114.116405,22.574419,12,0,12,115
2161,114.11661,22.579,43,0,43,1137
2162,114.11661,22.579,43,0,43,1137
2163,114.117133,22.606366,34,0,34,799
2164,114.117167,22.648621,12,0,12,805
2165,114.117286,22.54421,1,0,1,106
2166,114.117329,22.613633,24,0,24,799
2167,114.117989,22.535828,10,0,10,1119
2168,114.11911,22.693393,56,0,56,809
2169,114.119249,22.585026,12,0,12,1137
2170,114.119255,22.537699,20,0,20,1119
2171,114.119307,22.548148,6,0,6,105
2172,114.119388,22.542734,16,0,16,106
2173,114.119416,22.541244,12,0,12,1119
2174,114.119416,22.541244,20,0,20,1119
2175,114.119618,22.581101,20,0,20,1137
2176,114.120011,22.543209,1,0,1,106
2177,114.120024,22.555031,4,0,4,105
2178,114.120186,22.55928,9,0,9,111
2179,114.120191,22.555374,4,0,4,105
2180,114.120259,22.681643,0,12,12,781
2181,114.120259,22.681643,0,12,12,781
2182,114.120443,22.547744,6,0,6,105
2183,114.120736,22.684912,6,0,6,809
2184,114.121059,22.597764,4,0,4,1164
2185,114.121143,22.550343,4,0,4,105
2186,114.121201,22.577544,0,87,87,1137
2187,114.121201,22.577544,0,87,87,1137
2188,114.121224,22.681845,11,0,11,781
2189,114.121224,22.681845,11,0,11,781
2190,114.121234,22.610245,2,12,14,799
2191,114.121266,22.582333,2,0,2,1137
2192,114.12136,22.533659,6,0,6,1119
2193,114.121466,22.652676,0,28,28,805
2194,114.121593,22.544974,3,0,3,106
2195,114.12177,22.607928,6,0,6,1166
2196,114.121773,22.59678,6,0,6,1164
2197,114.121943,22.585337,4,0,4,1137
2198,114.121985,22.586413,12,0,12,1137
2199,114.12211,22.60597,6,0,6,1166
2200,114.122204,22.549756,6,0,6,105
2201,114.122269,22.541043,12,0,12,106
2202,114.122505,22.536754,7,0,7,1119
2203,114.122582,22.549527,20,0,20,105
2204,114.122822,22.583215,5,0,5,1137
2205,114.122837,22.542639,60,0,60,106
2206,114.123166,22.551099,6,0,6,105
2207,114.123217,22.595835,3,0,3,1164
2208,114.123278,22.567738,3,0,3,1130
2209,114.123417,22.568873,5,0,5,1130
2210,114.123481,22.59271,1,0,1,1164
2211,114.12361,22.54147,4,0,4,106
2212,114.123727,22.551652,18,0,18,105
2213,114.123872,22.594177,6,0,6,1164
2214,114.124021,22.587754,6,0,6,1138
2215,114.124197,22.575963,6,0,6,1134
2216,114.124312,22.669333,12,0,12,781
2217,114.124387,22.566256,6,0,6,1130
2218,114.124433,22.696008,6,0,6,809
2219,114.124449,22.596638,2,0,2,1164
2220,114.124469,22.541225,12,0,12,106
2221,114.124529,22.551752,6,0,6,105
2222,114.124673,22.609673,5,0,5,1166
2223,114.124704,22.667527,97,0,97,782
2224,114.124796,22.594572,4,0,4,1164
2225,114.124909,22.611117,6,0,6,799
2226,114.124912,22.537577,6,0,6,1119
2227,114.124983,22.587633,10,0,10,1137
2228,114.124993,22.641906,40,0,40,804
2229,114.124993,22.641906,40,0,40,804
2230,114.125009,22.576101,6,0,6,1134
2231,114.125015,22.550237,6,0,6,105
2232,114.125083,22.55104,7,0,7,105
2233,114.125263,22.591877,0,2,2,1167
2234,114.125288,22.538149,5,0,5,106
2235,114.125373,22.5775,6,0,6,1137
2236,114.125901,22.614035,12,0,12,969
2237,114.126081,22.577473,6,0,6,1137
2238,114.126209,22.602562,12,0,12,1166
2239,114.126261,22.592606,0,4,4,1167
2240,114.126329,22.578417,6,0,6,1137
2241,114.126468,22.565746,6,0,6,111
2242,114.126695,22.540041,12,0,12,107
2243,114.126728,22.562855,6,0,6,111
2244,114.126831,22.590117,10,0,10,1167
2245,114.126909,22.598395,8,0,8,1164
2246,114.126979,22.576912,6,0,6,1134
2247,114.126986,22.610517,2,0,2,1166
2248,114.126988,22.602994,5,0,5,1166
2249,114.126998,22.573115,12,0,12,1134
2250,114.127054,22.543792,2,0,2,107
2251,114.127089,22.56704,6,0,6,111
2252,114.127111,22.550273,6,0,6,108
2253,114.127148,22.553301,6,0,6,108
2254,114.127152,22.612619,6,0,6,969
2255,114.127307,22.5652,9,0,9,111
2256,114.1275,22.549992,6,0,6,108
2257,114.127579,22.625121,14,0,14,969
2258,114.127665,22.53786,9,0,9,107
2259,114.127726,22.597976,12,0,12,1164
2260,114.127763,22.567324,11,0,11,111
2261,114.127911,22.593046,3,0,3,1167
2262,114.127926,22.577798,4,0,4,1137
2263,114.127957,22.598743,8,0,8,1164
2264,114.12807,22.570852,10,0,10,111
2265,114.12822,22.570986,12,0,12,111
2266,114.128365,22.547337,6,0,6,107
2267,114.128481,22.571743,10,0,10,1134
2268,114.128721,22.623946,12,0,12,969
2269,114.128861,22.598809,15,0,15,1164
2270,114.129022,22.572176,6,0,6,1134
2271,114.129048,22.56207,6,0,6,111
2272,114.129235,22.559604,6,0,6,111
2273,114.129661,22.697634,10,0,10,786
2274,114.129702,22.573866,6,0,6,1134
2275,114.129753,22.610624,6,0,6,1166
2276,114.129981,22.540382,12,0,12,107
2277,114.130016,22.602071,22,0,22,1166
2278,114.130084,22.55229,9,0,9,108
2279,114.130265,22.551492,6,0,6,108
2280,114.130297,22.586247,4,0,4,1135
2281,114.130425,22.624973,6,0,6,969
2282,114.130531,22.548873,6,0,6,107
2283,114.130863,22.593816,13,0,13,1167
2284,114.131059,22.551252,6,0,6,108
2285,114.13163,22.607267,40,0,40,1166
2286,114.13163,22.607267,40,0,40,1166
2287,114.131835,22.594494,24,0,24,1167
2288,114.131896,22.541298,12,0,12,107
2289,114.132008,22.591237,24,0,24,1167
2290,114.132647,22.566642,4,0,4,111
2291,114.13345,22.546389,5,2,7,107
2292,114.13345,22.546389,5,2,7,107
2293,114.134147,22.574122,6,0,6,1134
2294,114.134172,22.582067,12,0,12,1135
2295,114.134341,22.700154,10,0,10,777
2296,114.135152,22.606852,11,0,11,1166
2297,114.135157,22.681539,0,8,8,784
2298,114.135157,22.681539,0,8,8,784
2299,114.135713,22.54308,8,0,8,107
2300,114.135737,22.606588,6,0,6,1166
2301,114.13591,22.646368,0,7,7,804
2302,114.135914,22.546632,11,0,11,110
2303,114.135914,22.546632,11,0,11,110
2304,114.136194,22.625702,18,0,18,972
2305,114.136688,22.578378,6,0,6,1135
2306,114.137044,22.583252,12,0,12,1135
2307,114.137048,22.62608,10,0,10,972
2308,114.137096,22.626471,10,0,10,972
2309,114.13733,22.542171,4,0,4,107
2310,114.137335,22.562451,6,0,6,109
2311,114.137379,22.541007,10,0,10,107
2312,114.138043,22.584809,6,0,6,1135
2313,114.138337,22.700087,5,0,5,777
2314,114.138345,22.612226,36,0,36,974
2315,114.138345,22.612226,36,0,36,974
2316,114.138995,22.580591,8,0,8,1135
2317,114.139536,22.617098,18,0,18,974
2318,114.139728,22.563993,5,0,5,109
2319,114.14036,22.618235,6,0,6,974
2320,114.140841,22.695284,12,0,12,777
2321,114.140877,22.625511,25,0,25,972
2322,114.140972,22.614081,6,0,6,974
2323,114.141123,22.581157,6,0,6,123
2324,114.141152,22.623967,12,0,12,972
2325,114.141554,22.712034,0,60,60,777
2326,114.141554,22.712034,0,60,60,777
2327,114.141662,22.561583,6,0,6,109
2328,114.141997,22.621988,12,0,12,974
2329,114.142001,22.562021,10,0,10,109
2330,114.14202,22.55538,6,0,6,110
2331,114.142112,22.712706,0,20,20,777
2332,114.142112,22.712706,0,20,20,777
2333,114.142375,22.581459,12,0,12,123
2334,114.142569,22.547743,23,0,23,110
2335,114.142704,22.547473,26,0,26,110
2336,114.14276,22.54804,14,0,14,110
2337,114.14276,22.54804,50,0,50,110
2338,114.142799,22.561254,12,0,12,109
2339,114.143019,22.696234,28,0,28,777
2340,114.143096,22.580585,10,0,10,123
2341,114.143799,22.546129,6,0,6,110
2342,114.143938,22.605798,12,0,12,1167
2343,114.14498,22.617917,6,0,6,974
2344,114.145044,22.695784,6,0,6,777
2345,114.146513,22.603742,0,9,9,1167
2346,114.146835,22.607674,6,0,6,1167
2347,114.148179,22.550506,4,0,4,110
2348,114.1484,22.541942,6,0,6,110
2349,114.149414,22.602618,0,6,6,1167
2350,114.149644,22.548124,8,0,8,110
2351,114.149896,22.61672,7,0,7,974
2352,114.149952,22.618932,24,0,24,974
2353,114.149992,22.617273,34,0,34,974
2354,114.150084,22.619093,10,0,10,974
2355,114.150944,22.548142,2,0,2,110
2356,114.152076,22.553756,6,0,6,110
2357,114.152113,22.548052,2,0,2,110
2358,114.152602,22.603256,3,0,3,1167
2359,114.15406,22.542538,4,0,4,110
2360,114.156189,22.607534,32,0,32,1167
2361,114.156293,22.619325,12,0,12,773
2362,114.156346,22.619699,28,0,28,773
2363,114.156743,22.607446,24,0,24,1167
2364,114.156786,22.606186,24,0,24,1167
2365,114.158081,22.605939,24,0,24,1167
2366,114.158081,22.605939,24,0,24,1167
2367,114.158199,22.608236,70,0,70,1167
2368,114.158691,22.607401,16,0,16,1167
2369,114.15891,22.606902,36,0,36,1167
2370,114.162049,22.612674,0,40,40,1167
2371,114.162049,22.612674,0,40,40,1167
2372,114.168989,22.564666,12,0,12,1146
2373,114.169644,22.643016,11,0,11,983
2374,114.170915,22.557759,12,0,12,1143
2375,114.173782,22.566438,12,0,12,1144
2376,114.173979,22.558608,12,0,12,1143
2377,114.175273,22.560629,2,0,2,1143
2378,114.17798,22.562698,4,0,4,1144
2379,114.178269,22.646553,18,0,18,975
2380,114.17848,22.563596,5,0,5,1144
2381,114.178635,22.643895,6,0,6,983
2382,114.178767,22.563354,5,0,5,1144
2383,114.180101,22.644377,4,0,4,984
2384,114.180614,22.559994,12,0,12,1144
2385,114.181964,22.565137,18,0,18,1144
2386,114.182055,22.563805,12,0,12,1144
2387,114.182327,22.566156,108,0,108,124
2388,114.185368,22.636284,54,3,57,986
2389,114.185368,22.636284,54,0,54,986
2390,114.185368,22.636284,54,3,57,986
2391,114.185368,22.636284,54,0,54,986
2392,114.18554,22.55585,12,0,12,124
2393,114.185968,22.647552,12,0,12,984
2394,114.187484,22.555249,6,0,6,124
2395,114.187974,22.637125,14,0,14,986
2396,114.188089,22.555199,6,0,6,124
2397,114.188201,22.625585,16,0,16,979
2398,114.188232,22.651583,29,0,29,977
2399,114.188975,22.648847,30,0,30,988
2400,114.189319,22.556623,26,0,26,124
2401,114.190586,22.64817,18,0,18,988
2402,114.192009,22.592859,6,0,6,124
2403,114.192063,22.645317,3,0,3,988
2404,114.196447,22.64452,4,0,4,981
2405,114.196529,22.646869,4,0,4,988
2406,114.200326,22.640714,6,0,6,982
2407,114.202977,22.64332,6,0,6,982
2408,114.204482,22.653983,16,0,16,987
2409,114.20466,22.647403,38,4,42,981
2410,114.20466,22.647403,38,4,42,981
2411,114.20524,22.706233,9,0,9,1043
2412,114.205713,22.705945,3,0,3,1043
2413,114.205736,22.705507,6,0,6,1043
2414,114.206376,22.657326,26,0,26,987
2415,114.207009,22.647887,3,0,3,981
2416,114.207205,22.70959,20,0,20,1043
2417,114.207224,22.658614,3,0,3,987
2418,114.207985,22.646863,6,0,6,982
2419,114.208073,22.648985,6,0,6,792
2420,114.208544,22.711042,12,0,12,1043
2421,114.208851,22.710536,18,0,18,1043
2422,114.211673,22.666011,0,9,9,788
2423,114.212872,22.720053,8,0,8,989
2424,114.216302,22.71042,32,0,32,989
2425,114.216621,22.669431,8,0,8,790
2426,114.216643,22.750283,18,0,18,858
2427,114.216779,22.713865,6,0,6,989
2428,114.217442,22.718557,27,0,27,989
2429,114.217557,22.722642,3,0,3,855
2430,114.217557,22.722642,3,0,3,855
2431,114.217557,22.722642,2,0,2,855
2432,114.217557,22.722642,4,0,4,855
2433,114.217557,22.722642,3,0,3,855
2434,114.21939,22.749667,38,0,38,858
2435,114.220384,22.703845,10,0,10,989
2436,114.220433,22.70446,6,0,6,989
2437,114.220821,22.700105,2,0,2,991
2438,114.220821,22.701179,3,0,3,991
2439,114.221052,22.720163,3,0,3,989
2440,114.221192,22.723155,4,0,4,855
2441,114.221625,22.722822,6,0,6,855
2442,114.221625,22.722822,6,0,6,855
2443,114.221837,22.701614,6,0,6,991
2444,114.22194,22.72642,24,0,24,855
2445,114.223935,22.720387,7,0,7,989
2446,114.22421,22.669546,10,0,10,790
2447,114.224867,22.695413,8,0,8,991
2448,114.225042,22.722649,6,0,6,855
2449,114.225191,22.66961,5,0,5,790
2450,114.225677,22.727691,6,0,6,855
2451,114.226114,22.636336,6,0,6,811
2452,114.226411,22.722655,24,0,24,855
2453,114.22728,22.557666,3,0,3,1155
2454,114.227573,22.692928,6,0,6,991
2455,114.227929,22.703162,12,0,12,996
2456,114.228405,22.553083,9,0,9,1154
2457,114.228562,22.676867,4,0,4,790
2458,114.228889,22.677294,13,0,13,790
2459,114.228895,22.701285,4,0,4,996
2460,114.229526,22.730965,12,0,12,855
2461,114.229801,22.547564,3,0,3,1154
2462,114.229951,22.70288,6,0,6,996
2463,114.230023,22.550654,12,0,12,1156
2464,114.230618,22.72115,21,0,21,989
2465,114.231005,22.700405,5,0,5,996
2466,114.231064,22.721148,12,0,12,989
2467,114.231814,22.723864,16,0,16,855
2468,114.231861,22.731066,11,0,11,855
2469,114.231924,22.546579,10,0,10,1154
2470,114.232465,22.725356,14,0,14,1011
2471,114.233074,22.71966,6,0,6,1011
2472,114.233132,22.720287,12,0,12,1011
2473,114.233304,22.724483,4,0,4,1011
2474,114.23353,22.726848,14,0,14,1011
2475,114.233711,22.700939,12,0,12,996
2476,114.233794,22.724369,2,0,2,1011
2477,114.233941,22.6325,24,0,24,771
2478,114.234041,22.721936,15,0,15,1011
2479,114.234052,22.734261,30,0,30,855
2480,114.234074,22.72649,3,0,3,1011
2481,114.23415,22.725342,2,0,2,1011
2482,114.234533,22.553258,2,0,2,1156
2483,114.234642,22.722061,5,0,5,1011
2484,114.234841,22.550737,6,0,6,1156
2485,114.234906,22.720903,3,0,3,1011
2486,114.234986,22.720152,3,0,3,1011
2487,114.23509,22.551414,6,0,6,1156
2488,114.235208,22.725587,2,0,2,1011
2489,114.235423,22.723835,12,0,12,1011
2490,114.236146,22.720042,6,0,6,1011
2491,114.23616,22.722749,1,0,1,1011
2492,114.236212,22.725119,6,0,6,1011
2493,114.236244,22.721362,1,0,1,1011
2494,114.236816,22.704524,74,0,74,996
2495,114.237036,22.699834,3,0,3,996
2496,114.23706,22.743456,36,0,36,858
2497,114.237207,22.73181,8,0,8,855
2498,114.237276,22.718709,36,0,36,1011
2499,114.237407,22.721434,7,0,7,1011
2500,114.237421,22.720276,6,0,6,1011
2501,114.237461,22.723968,7,0,7,1011
2502,114.237543,22.720036,6,0,6,1011
2503,114.237844,22.553528,4,0,4,1156
2504,114.237844,22.553528,4,0,4,1156
2505,114.238067,22.55487,24,0,24,1149
2506,114.238067,22.55487,24,0,24,1149
2507,114.238111,22.711257,2,0,2,1011
2508,114.238233,22.742955,24,0,24,858
2509,114.239578,22.709621,12,0,12,1011
2510,114.239907,22.728913,22,0,22,1011
2511,114.240013,22.7172,6,0,6,1011
2512,114.240689,22.589264,12,0,12,1162
2513,114.240826,22.712068,5,0,5,1011
2514,114.240894,22.714486,3,0,3,1011
2515,114.240973,22.71214,10,0,10,1011
2516,114.241036,22.717804,2,0,2,1011
2517,114.241127,22.709709,12,0,12,1011
2518,114.241301,22.747357,0,22,22,858
2519,114.241974,22.732458,2,0,2,1011
2520,114.241996,22.716239,12,0,12,1011
2521,114.242084,22.586272,10,0,10,1162
2522,114.242339,22.715112,3,0,3,1011
2523,114.242872,22.709421,3,0,3,996
2524,114.243,22.732252,2,0,2,1011
2525,114.243027,22.562833,6,0,6,1149
2526,114.243036,22.709987,30,0,30,1011
2527,114.243293,22.713534,12,0,12,1011
2528,114.243324,22.554576,6,0,6,1149
2529,114.244115,22.730787,6,0,6,1011
2530,114.244243,22.71329,24,0,24,1011
2531,114.244475,22.730364,3,0,3,1011
2532,114.244616,22.732235,3,0,3,1011
2533,114.245004,22.563638,12,0,12,1149
2534,114.245705,22.734357,12,0,12,855
2535,114.245841,22.737778,6,0,6,855
2536,114.246453,22.705488,20,0,20,862
2537,114.246943,22.724255,12,0,12,1009
2538,114.248762,22.72471,30,0,30,1009
2539,114.249002,22.728625,10,0,10,1009
2540,114.249952,22.72683,6,0,6,1009
2541,114.250392,22.737384,50,0,50,1009
2542,114.251243,22.588544,12,0,12,1159
2543,114.251401,22.730242,16,0,16,1009
2544,114.251401,22.730242,16,0,16,1009
2545,114.251442,22.710848,12,0,12,998
2546,114.251553,22.710296,24,0,24,998
2547,114.251684,22.740847,32,0,32,849
2548,114.251822,22.702422,12,0,12,862
2549,114.251971,22.588823,12,0,12,1159
2550,114.252148,22.713825,12,0,12,998
2551,114.253153,22.730557,12,0,12,1009
2552,114.253211,22.72995,12,0,12,1009
2553,114.25332,22.72878,10,0,10,1009
2554,114.253704,22.718253,13,0,13,998
2555,114.253868,22.744663,12,0,12,849
2556,114.254096,22.720502,12,0,12,998
2557,114.254368,22.723858,24,0,24,1009
2558,114.254868,22.589652,12,0,12,1159
2559,114.255957,22.744593,12,0,12,849
2560,114.256738,22.723698,25,0,25,1009
2561,114.256974,22.711901,12,0,12,998
2562,114.256999,22.71066,12,0,12,998
2563,114.257083,22.716504,9,0,9,998
2564,114.257202,22.591236,12,0,12,1159
2565,114.258971,22.591116,18,0,18,1159
2566,114.259261,22.587969,10,0,10,1159
2567,114.259875,22.583775,2,0,2,1160
2568,114.259926,22.584301,12,0,12,1160
2569,114.260001,22.589541,18,0,18,1159
2570,114.26076,22.584995,12,0,12,1159
2571,114.26138,22.681619,15,0,15,851
2572,114.26138,22.681619,15,0,15,851
2573,114.261394,22.587184,8,0,8,1159
2574,114.261518,22.68336,18,0,18,851
2575,114.261729,22.698774,10,0,10,862
2576,114.261801,22.734659,12,0,12,834
2577,114.261891,22.709426,12,0,12,998
2578,114.26201,22.684215,22,0,22,851
2579,114.262279,22.68423,42,0,42,851
2580,114.262472,22.688209,8,0,8,852
2581,114.262705,22.682075,45,0,45,851
2582,114.264172,22.717114,6,0,6,1000
2583,114.267006,22.714658,6,0,6,1000
2584,114.268374,22.729017,33,0,33,1000
2585,114.268467,22.720385,33,0,33,1000
2586,114.268533,22.720536,6,0,6,1000
2587,114.268881,22.72073,6,0,6,1000
2588,114.268913,22.720749,15,0,15,1000
2589,114.26997,22.71162,15,0,15,1000
2590,114.26997,22.71162,15,0,15,1000
2591,114.270027,22.722374,3,0,3,1000
2592,114.270844,22.75975,0,66,66,844
2593,114.270954,22.690942,24,0,24,862
2594,114.271119,22.721403,6,0,6,1000
2595,114.272211,22.712094,10,0,10,1000
2596,114.274033,22.721826,4,0,4,1000
2597,114.274132,22.722982,16,0,16,1000
2598,114.274373,22.724611,35,0,35,1000
2599,114.274465,22.723024,30,0,30,1000
2600,114.275801,22.58833,8,0,8,406
2601,114.276947,22.753096,18,0,18,849
2602,114.277985,22.749335,12,0,12,831
2603,114.278025,22.728334,6,0,6,835
2604,114.278078,22.586662,6,0,6,406
2605,114.278477,22.762841,25,0,25,844
2606,114.279129,22.750858,12,0,12,1056
2607,114.288835,22.721551,6,0,6,835
2608,114.288926,22.667192,15,0,15,882
2609,114.288969,22.667231,0,20,20,882
2610,114.290885,22.72561,6,0,6,832
2611,114.292425,22.725087,0,40,40,832
2612,114.294651,22.665218,0,5,5,882
2613,114.294972,22.665233,0,7,7,882
2614,114.295888,22.665786,0,4,4,882
2615,114.296664,22.730438,6,0,6,831
2616,114.297673,22.722859,30,0,30,832
2617,114.301752,22.764638,0,38,38,842
2618,114.302115,22.721307,38,0,38,1049
2619,114.302115,22.721307,39,0,39,1049
2620,114.302129,22.770918,10,0,10,842
2621,114.302313,22.768991,3,0,3,842
2622,114.302573,22.722118,42,0,42,1049
2623,114.30272,22.721584,72,0,72,1049
2624,114.303353,22.595913,8,0,8,408
2625,114.303523,22.772981,3,0,3,842
2626,114.304213,22.720146,48,0,48,1049
2627,114.305042,22.76682,56,0,56,842
2628,114.305042,22.76682,56,0,56,842
2629,114.305614,22.591606,16,0,16,408
2630,114.305921,22.600709,15,0,15,408
2631,114.307942,22.601194,6,0,6,408
2632,114.310679,22.599071,6,0,6,408
2633,114.313217,22.678093,6,0,6,883
2634,114.313226,22.668921,6,0,6,883
2635,114.313531,22.773076,18,0,18,842
2636,114.314467,22.599074,6,0,6,408
2637,114.316163,22.69996,12,0,12,848
2638,114.325699,22.689934,0,12,12,888
2639,114.325699,22.689934,22,0,22,888
2640,114.325699,22.689934,22,0,22,888
2641,114.327669,22.681133,48,0,48,888
2642,114.32911,22.673992,6,0,6,888
2643,114.334837,22.679867,10,0,10,888
2644,114.335077,22.701849,0,6,6,900
2645,114.338572,22.684618,36,0,36,888
2646,114.339263,22.685913,18,0,18,888
2647,114.342441,22.705786,9,0,9,900
2648,114.344313,22.708338,3,0,3,900
2649,114.344855,22.706446,3,0,3,902
2650,114.345528,22.709425,35,0,35,902
2651,114.345871,22.707601,32,0,32,902
2652,114.346185,22.689176,18,0,18,890
2653,114.35166,22.665823,88,0,88,881
2654,114.352429,22.71103,0,36,36,902
2655,114.36453,22.756606,6,0,6,893
2656,114.365898,22.758483,6,0,6,893
2657,114.365898,22.758483,6,0,6,893
2658,114.36632,22.703166,43,0,43,903
2659,114.370015,22.60667,11,0,11,1022
2660,114.372497,22.704461,14,0,14,903
2661,114.373092,22.731419,2,0,2,901
2662,114.373693,22.732276,3,0,3,901
2663,114.377207,22.705926,27,27,54,891
2664,114.380367,22.7286,50,0,50,901
2665,114.381276,22.721364,6,0,6,901
2666,114.381555,22.727204,6,0,6,901
2667,114.385619,22.75174,0,45,45,895
2668,114.387924,22.695699,1,0,1,886
2669,114.39222,22.707807,18,0,18,904
2670,114.399153,22.739581,21,0,21,897
2671,114.400048,22.702862,6,0,6,904
2672,114.400629,22.702681,30,0,30,904
2673,114.400987,22.702903,36,0,36,887
2674,114.40559,22.744758,0,4,4,897
2675,114.412132,22.773713,0,10,10,897
2676,114.414742,22.631017,9,0,9,943
2677,114.419455,22.627845,12,0,12,943
2678,114.478137,22.596409,13,0,13,952
2679,114.481163,22.601834,12,0,12,1037
2680,114.483345,22.509882,12,0,12,937
2681,114.493513,22.533926,10,0,10,937
2682,114.516991,22.592788,12,4,16,1037
